"";"trial_index";"task";"subject";"condition2";"type";"category";"rt";"timeout";"memory";"memoryResp";"nr_pres";"memoryCorrect";"cs_selected"
"1029";326;"memory2";"0zq54143a6";"one_one";"GSold";"3";"530";"false";"new";0;"12";"correct";"3_2/CS1"
"1032";329;"memory2";"0zq54143a6";"one_one";"distractor";NA;"549";"false";"new";0;"13";"correct";"distractor_2/dis1"
"1035";332;"memory2";"0zq54143a6";"one_one";"GSold";"2";"704";"false";"new";0;"14";"correct";"2_2/CS9"
"1038";335;"memory2";"0zq54143a6";"one_one";"GSold";"1";"745";"false";"new";0;"15";"correct";"1_2/CS2"
"1041";338;"memory2";"0zq54143a6";"one_one";"GSold";"4";"515";"false";"new";0;"16";"correct";"4_2/CS5"
"1044";341;"memory2";"0zq54143a6";"one_one";"GSold";"2";"564";"false";"new";0;"17";"correct";"2_2/CS3"
"1047";344;"memory2";"0zq54143a6";"one_one";"CS";"4";"707";"false";"old";1;"18";"correct";"4_2/CS2"
"1050";347;"memory2";"0zq54143a6";"one_one";"CS";"2";"775";"false";"old";1;"19";"correct";"2_2/CS4"
"1344";290;"memory2";"19k5554njc";"many_one";"GSold";"3";"928";"false";"new";0;"0";"correct";"3_2/CS2"
"1347";293;"memory2";"19k5554njc";"many_one";"GSold";"4";"1054";"false";"new";0;"1";"correct";"4_2/CS8"
"1350";296;"memory2";"19k5554njc";"many_one";"GSold";"4";"762";"false";"new";0;"2";"correct";"4_2/CS3"
"1353";299;"memory2";"19k5554njc";"many_one";"GSold";"3";"753";"false";"new";0;"3";"correct";"3_2/CS3"
"1356";302;"memory2";"19k5554njc";"many_one";"CS";"4";"819";"false";"old";1;"4";"correct";"4_2/CS4"
"1359";305;"memory2";"19k5554njc";"many_one";"CS";"1";"688";"false";"old";1;"5";"correct";"1_2/CS3"
"1362";308;"memory2";"19k5554njc";"many_one";"distractor";NA;"775";"false";"new";0;"6";"correct";"distractor_2/dis2"
"1365";311;"memory2";"19k5554njc";"many_one";"GSold";"2";"774";"false";"new";0;"7";"correct";"2_2/CS2"
"1368";314;"memory2";"19k5554njc";"many_one";"GSold";"1";"630";"false";"new";0;"8";"correct";"1_2/CS5"
"1371";317;"memory2";"19k5554njc";"many_one";"distractor";NA;"634";"false";"new";0;"9";"correct";"distractor_2/dis4"
"1374";320;"memory2";"19k5554njc";"many_one";"GSold";"1";"867";"false";"new";0;"10";"correct";"1_2/CS10"
"1377";323;"memory2";"19k5554njc";"many_one";"distractor";NA;"759";"false";"new";0;"11";"correct";"distractor_2/dis1"
"1380";326;"memory2";"19k5554njc";"many_one";"GSold";"1";"721";"false";"new";0;"12";"correct";"1_2/CS7"
"1383";329;"memory2";"19k5554njc";"many_one";"GSold";"3";"671";"false";"new";0;"13";"correct";"3_2/CS1"
"1386";332;"memory2";"19k5554njc";"many_one";"CS";"2";"1020";"false";"old";1;"14";"correct";"2_2/CS8"
"1389";335;"memory2";"19k5554njc";"many_one";"GSold";"2";"697";"false";"new";0;"15";"correct";"2_2/CS6"
"1392";338;"memory2";"19k5554njc";"many_one";"distractor";NA;"671";"false";"new";0;"16";"correct";"distractor_2/dis3"
"1395";341;"memory2";"19k5554njc";"many_one";"CS";"3";"793";"false";"old";1;"17";"correct";"3_2/CS5"
"1398";344;"memory2";"19k5554njc";"many_one";"GSold";"4";"609";"false";"new";0;"18";"correct";"4_2/CS1"
"1401";347;"memory2";"19k5554njc";"many_one";"GSold";"2";"609";"false";"new";0;"19";"correct";"2_2/CS10"
"1695";290;"memory2";"1kkguek4q5";"many_one";"GSold";"1";"957";"false";"new";0;"0";"correct";"1_2/CS6"
"1698";293;"memory2";"1kkguek4q5";"many_one";"GSold";"3";"1217";"false";"new";0;"1";"correct";"3_2/CS7"
"1701";296;"memory2";"1kkguek4q5";"many_one";"distractor";NA;"621";"false";"new";0;"2";"correct";"distractor_2/dis3"
"1704";299;"memory2";"1kkguek4q5";"many_one";"distractor";NA;"699";"false";"new";0;"3";"correct";"distractor_2/dis2"
"1707";302;"memory2";"1kkguek4q5";"many_one";"GSold";"2";"759";"false";"new";0;"4";"correct";"2_2/CS3"
"1710";305;"memory2";"1kkguek4q5";"many_one";"CS";"1";"717";"false";"old";1;"5";"correct";"1_2/CS7"
"1713";308;"memory2";"1kkguek4q5";"many_one";"CS";"3";"1959";"false";"old";1;"6";"correct";"3_2/CS4"
"1716";311;"memory2";"1kkguek4q5";"many_one";"GSold";"3";"1055.9999999998836";"false";"new";0;"7";"correct";"3_2/CS10"
"1719";314;"memory2";"1kkguek4q5";"many_one";"GSold";"1";"803";"false";"new";0;"8";"correct";"1_2/CS8"
"1722";317;"memory2";"1kkguek4q5";"many_one";"CS";"4";"1010.9999999998836";"false";"old";1;"9";"correct";"4_2/CS9"
"1725";320;"memory2";"1kkguek4q5";"many_one";"CS";"2";"722.0000000001164";"false";"old";1;"10";"correct";"2_2/CS5"
"1728";323;"memory2";"1kkguek4q5";"many_one";"GSold";"1";"940";"false";"new";0;"11";"correct";"1_2/CS1"
"1731";326;"memory2";"1kkguek4q5";"many_one";"distractor";NA;"668.9999999998836";"false";"new";0;"12";"correct";"distractor_2/dis1"
"1734";329;"memory2";"1kkguek4q5";"many_one";"GSold";"4";"1105.0000000001164";"false";"new";0;"13";"correct";"4_2/CS10"
"1737";332;"memory2";"1kkguek4q5";"many_one";"GSold";"2";"476";"false";"new";0;"14";"correct";"2_2/CS10"
"1740";335;"memory2";"1kkguek4q5";"many_one";"GSold";"4";"668.9999999998836";"false";"new";0;"15";"correct";"4_2/CS7"
"1743";338;"memory2";"1kkguek4q5";"many_one";"GSold";"3";"786.0000000001164";"false";"new";0;"16";"correct";"3_2/CS2"
"1746";341;"memory2";"1kkguek4q5";"many_one";"distractor";NA;"43";"false";"new";0;"17";"correct";"distractor_2/dis4"
"1749";344;"memory2";"1kkguek4q5";"many_one";"GSold";"4";"633";"false";"new";0;"18";"correct";"4_2/CS3"
"1752";347;"memory2";"1kkguek4q5";"many_one";"GSold";"2";"662";"false";"new";0;"19";"correct";"2_2/CS7"
"2046";290;"memory2";"1x6x8bednv";"one_one";"GSold";"1";"1170.3599999891594";"false";"new";0;"0";"correct";"1_2/CS4"
"2049";293;"memory2";"1x6x8bednv";"one_one";"CS";"1";"706.449999997858";"false";"old";1;"1";"correct";"1_2/CS8"
"2052";296;"memory2";"1x6x8bednv";"one_one";"distractor";NA;"580.2799999946728";"false";"new";0;"2";"correct";"distractor_2/dis4"
"2055";299;"memory2";"1x6x8bednv";"one_one";"GSold";"2";"722.7100000018254";"false";"new";0;"3";"correct";"2_2/CS5"
"2058";302;"memory2";"1x6x8bednv";"one_one";"GSold";"4";"546.2449999758974";"false";"new";0;"4";"correct";"4_2/CS5"
"2061";305;"memory2";"1x6x8bednv";"one_one";"GSold";"3";"559.7900000284426";"false";"new";0;"5";"correct";"3_2/CS1"
"2064";308;"memory2";"1x6x8bednv";"one_one";"GSold";"2";"521.7350000166334";"false";"new";0;"6";"correct";"2_2/CS6"
"2067";311;"memory2";"1x6x8bednv";"one_one";"GSold";"4";"531.1299999593757";"false";"new";0;"7";"correct";"4_2/CS10"
"2070";314;"memory2";"1x6x8bednv";"one_one";"CS";"2";"645.9749999921769";"false";"old";1;"8";"correct";"2_2/CS2"
"2073";317;"memory2";"1x6x8bednv";"one_one";"CS";"3";"564.3649999983609";"false";"old";1;"9";"correct";"3_2/CS6"
"2076";320;"memory2";"1x6x8bednv";"one_one";"distractor";NA;"548.880000016652";"false";"new";0;"10";"correct";"distractor_2/dis3"
"2079";323;"memory2";"1x6x8bednv";"one_one";"distractor";NA;"627.039999992121";"false";"new";0;"11";"correct";"distractor_2/dis2"
"2082";326;"memory2";"1x6x8bednv";"one_one";"GSold";"2";"603.304999996908";"false";"new";0;"12";"correct";"2_2/CS4"
"2085";329;"memory2";"1x6x8bednv";"one_one";"GSold";"1";"574.3950000032783";"false";"new";0;"13";"correct";"1_2/CS3"
"2088";332;"memory2";"1x6x8bednv";"one_one";"GSold";"3";"581.5799999982119";"false";"new";0;"14";"correct";"3_2/CS3"
"2091";335;"memory2";"1x6x8bednv";"one_one";"distractor";NA;"546.5250000124797";"false";"new";0;"15";"correct";"distractor_2/dis1"
"2094";338;"memory2";"1x6x8bednv";"one_one";"GSold";"1";"579.5600000419654";"false";"new";0;"16";"correct";"1_2/CS9"
"2097";341;"memory2";"1x6x8bednv";"one_one";"GSold";"4";"511.04499999200925";"false";"new";0;"17";"correct";"4_2/CS9"
"2100";344;"memory2";"1x6x8bednv";"one_one";"CS";"4";"636.2800000351854";"false";"old";1;"18";"correct";"4_2/CS4"
"2103";347;"memory2";"1x6x8bednv";"one_one";"GSold";"3";"527.7549999882467";"false";"new";0;"19";"correct";"3_2/CS8"
"2397";290;"memory2";"23ovhx752x";"many_one";"distractor";NA;"950.7149999990361";"false";"new";0;"0";"correct";"distractor_2/dis3"
"2400";293;"memory2";"23ovhx752x";"many_one";"GSold";"3";"701.920000006794";"false";"new";0;"1";"correct";"3_2/CS4"
"2403";296;"memory2";"23ovhx752x";"many_one";"GSold";"1";"815.664999987348";"false";"new";0;"2";"correct";"1_2/CS4"
"2406";299;"memory2";"23ovhx752x";"many_one";"distractor";NA;"607.8799999959301";"false";"new";0;"3";"correct";"distractor_2/dis1"
"2409";302;"memory2";"23ovhx752x";"many_one";"distractor";NA;"807.2050000046147";"false";"new";0;"4";"correct";"distractor_2/dis4"
"2412";305;"memory2";"23ovhx752x";"many_one";"GSold";"2";"763.8849999930244";"false";"new";0;"5";"correct";"2_2/CS6"
"2415";308;"memory2";"23ovhx752x";"many_one";"GSold";"1";"729.5600000070408";"false";"new";0;"6";"correct";"1_2/CS6"
"2418";311;"memory2";"23ovhx752x";"many_one";"CS";"4";"616.794999994454";"false";"old";1;"7";"correct";"4_2/CS10"
"2421";314;"memory2";"23ovhx752x";"many_one";"CS";"2";"1124.7349999903236";"false";"new";0;"8";"incorrect";"2_2/CS9"
"2424";317;"memory2";"23ovhx752x";"many_one";"GSold";"4";"670.0850000052014";"false";"new";0;"9";"correct";"4_2/CS1"
"2427";320;"memory2";"23ovhx752x";"many_one";"CS";"3";"605.1100000040606";"false";"old";1;"10";"correct";"3_2/CS8"
"2430";323;"memory2";"23ovhx752x";"many_one";"GSold";"4";"807.2350000002189";"false";"new";0;"11";"correct";"4_2/CS9"
"2433";326;"memory2";"23ovhx752x";"many_one";"GSold";"4";"602.4150000012014";"false";"new";0;"12";"correct";"4_2/CS8"
"2436";329;"memory2";"23ovhx752x";"many_one";"GSold";"2";"678.6500000016531";"false";"new";0;"13";"correct";"2_2/CS7"
"2439";332;"memory2";"23ovhx752x";"many_one";"GSold";"2";"596.4399999938905";"false";"new";0;"14";"correct";"2_2/CS2"
"2442";335;"memory2";"23ovhx752x";"many_one";"GSold";"3";"556.7100000043865";"false";"new";0;"15";"correct";"3_2/CS9"
"2445";338;"memory2";"23ovhx752x";"many_one";"GSold";"3";"686.5499999985332";"false";"new";0;"16";"correct";"3_2/CS6"
"2448";341;"memory2";"23ovhx752x";"many_one";"CS";"1";"684.175000002142";"false";"old";1;"17";"correct";"1_2/CS9"
"2451";344;"memory2";"23ovhx752x";"many_one";"GSold";"1";"560.4149999999208";"false";"new";0;"18";"correct";"1_2/CS8"
"2454";347;"memory2";"23ovhx752x";"many_one";"distractor";NA;"711.779999997816";"false";"new";0;"19";"correct";"distractor_2/dis2"
"2748";290;"memory2";"25xs5p6ax2";"one_one";"distractor";NA;"972.465000002645";"false";"new";0;"0";"correct";"distractor_2/dis1"
"2751";293;"memory2";"25xs5p6ax2";"one_one";"GSold";"1";"591.0900000017136";"false";"new";0;"1";"correct";"1_2/CS3"
"2754";296;"memory2";"25xs5p6ax2";"one_one";"GSold";"4";"522.6600000020117";"false";"new";0;"2";"correct";"4_2/CS1"
"2757";299;"memory2";"25xs5p6ax2";"one_one";"GSold";"1";"474.730000001844";"false";"new";0;"3";"correct";"1_2/CS10"
"2760";302;"memory2";"25xs5p6ax2";"one_one";"GSold";"1";"480.2249999991618";"false";"new";0;"4";"correct";"1_2/CS6"
"2763";305;"memory2";"25xs5p6ax2";"one_one";"GSold";"4";"507.73000000137836";"false";"new";0;"5";"correct";"4_2/CS3"
"2766";308;"memory2";"25xs5p6ax2";"one_one";"distractor";NA;"504.0050000026822";"false";"new";0;"6";"correct";"distractor_2/dis4"
"2769";311;"memory2";"25xs5p6ax2";"one_one";"GSold";"2";"591.164999997709";"false";"new";0;"7";"correct";"2_2/CS8"
"2772";314;"memory2";"25xs5p6ax2";"one_one";"distractor";NA;"447.1899999990128";"false";"new";0;"8";"correct";"distractor_2/dis3"
"2775";317;"memory2";"25xs5p6ax2";"one_one";"CS";"3";"572.9949999987148";"false";"old";1;"9";"correct";"3_2/CS3"
"2778";320;"memory2";"25xs5p6ax2";"one_one";"CS";"2";"619.1899999976158";"false";"old";1;"10";"correct";"2_2/CS5"
"2781";323;"memory2";"25xs5p6ax2";"one_one";"GSold";"3";"556.0299999997951";"false";"new";0;"11";"correct";"3_2/CS9"
"2784";326;"memory2";"25xs5p6ax2";"one_one";"CS";"1";"916.1649999986403";"false";"old";1;"12";"correct";"1_2/CS8"
"2787";329;"memory2";"25xs5p6ax2";"one_one";"GSold";"3";"509.9000000008382";"false";"new";0;"13";"correct";"3_2/CS10"
"2790";332;"memory2";"25xs5p6ax2";"one_one";"GSold";"4";"465.5200000018813";"false";"new";0;"14";"correct";"4_2/CS6"
"2793";335;"memory2";"25xs5p6ax2";"one_one";"GSold";"3";"614.4700000002049";"false";"new";0;"15";"correct";"3_2/CS2"
"2796";338;"memory2";"25xs5p6ax2";"one_one";"distractor";NA;"429.214999999851";"false";"new";0;"16";"correct";"distractor_2/dis2"
"2799";341;"memory2";"25xs5p6ax2";"one_one";"GSold";"2";"622.0099999993108";"false";"new";0;"17";"correct";"2_2/CS4"
"2802";344;"memory2";"25xs5p6ax2";"one_one";"GSold";"2";"556.7800000025891";"false";"new";0;"18";"correct";"2_2/CS3"
"2805";347;"memory2";"25xs5p6ax2";"one_one";"CS";"4";"685.9150000018999";"false";"old";1;"19";"correct";"4_2/CS7"
"3099";290;"memory2";"28bx3hmnkl";"one_one";"GSold";"1";"1671";"false";"new";0;"0";"correct";"1_2/CS4"
"3102";293;"memory2";"28bx3hmnkl";"one_one";"GSold";"1";"644";"false";"new";0;"1";"correct";"1_2/CS3"
"3105";296;"memory2";"28bx3hmnkl";"one_one";"GSold";"3";"828";"false";"new";0;"2";"correct";"3_2/CS3"
"3108";299;"memory2";"28bx3hmnkl";"one_one";"CS";"1";"1718";"false";"old";1;"3";"correct";"1_2/CS5"
"3111";302;"memory2";"28bx3hmnkl";"one_one";"GSold";"2";"627";"false";"new";0;"4";"correct";"2_2/CS10"
"3114";305;"memory2";"28bx3hmnkl";"one_one";"distractor";NA;"669";"false";"new";0;"5";"correct";"distractor_2/dis2"
"3117";308;"memory2";"28bx3hmnkl";"one_one";"GSold";"2";"619";"false";"new";0;"6";"correct";"2_2/CS2"
"3120";311;"memory2";"28bx3hmnkl";"one_one";"GSold";"2";"611";"false";"new";0;"7";"correct";"2_2/CS5"
"3123";314;"memory2";"28bx3hmnkl";"one_one";"CS";"2";"582";"false";"old";1;"8";"correct";"2_2/CS4"
"3126";317;"memory2";"28bx3hmnkl";"one_one";"distractor";NA;"613";"false";"new";0;"9";"correct";"distractor_2/dis3"
"3129";320;"memory2";"28bx3hmnkl";"one_one";"CS";"3";"676";"false";"old";1;"10";"correct";"3_2/CS8"
"3132";323;"memory2";"28bx3hmnkl";"one_one";"GSold";"4";"728";"false";"new";0;"11";"correct";"4_2/CS4"
"3135";326;"memory2";"28bx3hmnkl";"one_one";"GSold";"4";"569";"false";"new";0;"12";"correct";"4_2/CS5"
"3138";329;"memory2";"28bx3hmnkl";"one_one";"GSold";"1";"952";"false";"new";0;"13";"correct";"1_2/CS2"
"3141";332;"memory2";"28bx3hmnkl";"one_one";"distractor";NA;"497";"false";"new";0;"14";"correct";"distractor_2/dis1"
"3144";335;"memory2";"28bx3hmnkl";"one_one";"distractor";NA;"515";"false";"new";0;"15";"correct";"distractor_2/dis4"
"3147";338;"memory2";"28bx3hmnkl";"one_one";"GSold";"4";"654";"false";"new";0;"16";"correct";"4_2/CS3"
"3150";341;"memory2";"28bx3hmnkl";"one_one";"GSold";"3";"613";"false";"new";0;"17";"correct";"3_2/CS1"
"3153";344;"memory2";"28bx3hmnkl";"one_one";"GSold";"3";"585";"false";"new";0;"18";"correct";"3_2/CS6"
"3156";347;"memory2";"28bx3hmnkl";"one_one";"CS";"4";"782";"false";"old";1;"19";"correct";"4_2/CS2"
"3801";290;"memory2";"2lgd2prbaa";"one_one";"distractor";NA;"1091.010000091046";"false";"new";0;"0";"correct";"distractor_2/dis2"
"3804";293;"memory2";"2lgd2prbaa";"one_one";"distractor";NA;"1154.7250000294298";"false";"new";0;"1";"correct";"distractor_2/dis3"
"3807";296;"memory2";"2lgd2prbaa";"one_one";"CS";"4";"659.5699999015778";"false";"old";1;"2";"correct";"4_2/CS1"
"3810";299;"memory2";"2lgd2prbaa";"one_one";"CS";"1";"843.9749998506159";"false";"old";1;"3";"correct";"1_2/CS10"
"3813";302;"memory2";"2lgd2prbaa";"one_one";"GSold";"1";"560.8600000850856";"false";"new";0;"4";"correct";"1_2/CS9"
"3816";305;"memory2";"2lgd2prbaa";"one_one";"GSold";"2";"929.3700000271201";"false";"new";0;"5";"correct";"2_2/CS7"
"3819";308;"memory2";"2lgd2prbaa";"one_one";"distractor";NA;"625.2099999692291";"false";"old";1;"6";"incorrect";"distractor_2/dis1"
"3822";311;"memory2";"2lgd2prbaa";"one_one";"distractor";NA;"495.9299999754876";"false";"new";0;"7";"correct";"distractor_2/dis4"
"3825";314;"memory2";"2lgd2prbaa";"one_one";"GSold";"2";"363.61500015482306";"false";"new";0;"8";"correct";"2_2/CS8"
"3828";317;"memory2";"2lgd2prbaa";"one_one";"GSold";"3";"728.0449999962002";"false";"new";0;"9";"correct";"3_2/CS10"
"3831";320;"memory2";"2lgd2prbaa";"one_one";"CS";"2";"961.9350000284612";"false";"old";1;"10";"correct";"2_2/CS4"
"3834";323;"memory2";"2lgd2prbaa";"one_one";"CS";"3";"1031.2699999194592";"false";"old";1;"11";"correct";"3_2/CS7"
"3837";326;"memory2";"2lgd2prbaa";"one_one";"GSold";"3";"1179.8350000753999";"false";"new";0;"12";"correct";"3_2/CS9"
"3840";329;"memory2";"2lgd2prbaa";"one_one";"GSold";"1";"820.8899998571724";"false";"new";0;"13";"correct";"1_2/CS3"
"3843";332;"memory2";"2lgd2prbaa";"one_one";"GSold";"3";"838.0100000649691";"false";"new";0;"14";"correct";"3_2/CS5"
"3846";335;"memory2";"2lgd2prbaa";"one_one";"GSold";"1";"863.4850000962615";"false";"new";0;"15";"correct";"1_2/CS2"
"3849";338;"memory2";"2lgd2prbaa";"one_one";"GSold";"4";"780.7799999136478";"false";"new";0;"16";"correct";"4_2/CS5"
"3852";341;"memory2";"2lgd2prbaa";"one_one";"GSold";"4";"679.4649998191744";"false";"new";0;"17";"correct";"4_2/CS3"
"3855";344;"memory2";"2lgd2prbaa";"one_one";"GSold";"4";"675.4699999000877";"false";"new";0;"18";"correct";"4_2/CS2"
"3858";347;"memory2";"2lgd2prbaa";"one_one";"GSold";"2";"665.6349999830127";"false";"new";0;"19";"correct";"2_2/CS10"
"4152";290;"memory2";"2oyobcd21b";"one_one";"distractor";NA;"876";"false";"new";0;"0";"correct";"distractor_2/dis1"
"4155";293;"memory2";"2oyobcd21b";"one_one";"distractor";NA;"672";"false";"new";0;"1";"correct";"distractor_2/dis3"
"4158";296;"memory2";"2oyobcd21b";"one_one";"CS";"3";"548";"false";"old";1;"2";"correct";"3_2/CS9"
"4161";299;"memory2";"2oyobcd21b";"one_one";"GSold";"4";"722";"false";"new";0;"3";"correct";"4_2/CS4"
"4164";302;"memory2";"2oyobcd21b";"one_one";"GSold";"2";"1022";"false";"new";0;"4";"correct";"2_2/CS9"
"4167";305;"memory2";"2oyobcd21b";"one_one";"GSold";"4";"637";"false";"new";0;"5";"correct";"4_2/CS3"
"4170";308;"memory2";"2oyobcd21b";"one_one";"CS";"4";"526";"false";"old";1;"6";"correct";"4_2/CS1"
"4173";311;"memory2";"2oyobcd21b";"one_one";"GSold";"3";"665";"false";"new";0;"7";"correct";"3_2/CS3"
"4176";314;"memory2";"2oyobcd21b";"one_one";"CS";"1";"546";"false";"old";1;"8";"correct";"1_2/CS4"
"4179";317;"memory2";"2oyobcd21b";"one_one";"GSold";"3";"548";"false";"new";0;"9";"correct";"3_2/CS7"
"4182";320;"memory2";"2oyobcd21b";"one_one";"GSold";"4";"707";"false";"new";0;"10";"correct";"4_2/CS9"
"4185";323;"memory2";"2oyobcd21b";"one_one";"GSold";"1";"611";"false";"new";0;"11";"correct";"1_2/CS1"
"4188";326;"memory2";"2oyobcd21b";"one_one";"GSold";"1";"529";"false";"new";0;"12";"correct";"1_2/CS9"
"4191";329;"memory2";"2oyobcd21b";"one_one";"GSold";"2";"658";"false";"new";0;"13";"correct";"2_2/CS6"
"4194";332;"memory2";"2oyobcd21b";"one_one";"GSold";"2";"942";"false";"new";0;"14";"correct";"2_2/CS3"
"4197";335;"memory2";"2oyobcd21b";"one_one";"CS";"2";"636";"false";"old";1;"15";"correct";"2_2/CS2"
"4200";338;"memory2";"2oyobcd21b";"one_one";"GSold";"1";"551";"false";"new";0;"16";"correct";"1_2/CS5"
"4203";341;"memory2";"2oyobcd21b";"one_one";"GSold";"3";"544";"false";"new";0;"17";"correct";"3_2/CS8"
"4206";344;"memory2";"2oyobcd21b";"one_one";"distractor";NA;"572";"false";"new";0;"18";"correct";"distractor_2/dis4"
"4209";347;"memory2";"2oyobcd21b";"one_one";"distractor";NA;"645";"false";"new";0;"19";"correct";"distractor_2/dis2"
"4503";290;"memory2";"2rqw3kun2r";"many_one";"distractor";NA;"1275.5900000010151";"false";"new";0;"0";"correct";"distractor_2/dis3"
"4506";293;"memory2";"2rqw3kun2r";"many_one";"distractor";NA;"963.2150000015972";"false";"new";0;"1";"correct";"distractor_2/dis1"
"4509";296;"memory2";"2rqw3kun2r";"many_one";"CS";"1";"918.2749999999069";"false";"old";1;"2";"correct";"1_2/CS4"
"4512";299;"memory2";"2rqw3kun2r";"many_one";"GSold";"2";"1517.3800000010524";"false";"new";0;"3";"correct";"2_2/CS9"
"4515";302;"memory2";"2rqw3kun2r";"many_one";"CS";"2";"939.3600000002189";"false";"old";1;"4";"correct";"2_2/CS5"
"4518";305;"memory2";"2rqw3kun2r";"many_one";"GSold";"4";"1348.8949999992037";"false";"new";0;"5";"correct";"4_2/CS6"
"4521";308;"memory2";"2rqw3kun2r";"many_one";"CS";"4";"946.3699999996461";"false";"old";1;"6";"correct";"4_2/CS8"
"4524";311;"memory2";"2rqw3kun2r";"many_one";"distractor";NA;"1080.7899999999208";"false";"new";0;"7";"correct";"distractor_2/dis4"
"4527";314;"memory2";"2rqw3kun2r";"many_one";"GSold";"3";"1564.980000001029";"false";"new";0;"8";"correct";"3_2/CS9"
"4530";317;"memory2";"2rqw3kun2r";"many_one";"GSold";"4";"934.1199999998789";"false";"new";0;"9";"correct";"4_2/CS4"
"4533";320;"memory2";"2rqw3kun2r";"many_one";"GSold";"1";"979.3300000000745";"false";"new";0;"10";"correct";"1_2/CS3"
